POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;ECM Participant Id;ECM Team Id;ECM Category Id;ECM Car Id;ECM Brand Id;ECM Country Id;ECM ForixTeamId;*Extra 8;*Extra 9;*Extra 10;DRIVER_FIRSTNAME;DRIVER_SECONDNAME;DRIVER_LICENSE;DRIVER_HOMETOWN;DRIVER_COUNTRY;DRIVER_SHORTNAME;DRIVER_ECM Driver Id;DRIVER_ECM Country Id;DRIVER_ECM ForixDriverId;DRIVER_*Extra 4;DRIVER_*Extra 5;
11;4;Classified;45;1:13:24.466;+9.044;+0.606;9;1:01.573;122.4;Envision Virgin Racing;;1;;Audi e-tron FE05;MICHELIN;;;;;;;2018020102;;;;Robin;FRIJNS;;NLD;NLD;FRI;;;1991080701;;;
12;16;Classified;45;1:13:26.674;+11.252;+2.208;9;1:01.491;122.5;NIO Formula E Team;;3;;NIO Sport 004;MICHELIN;;;;;;;2017908102;;;;Oliver;TURVEY;;GBR;GBR;TUR;9092;;1987040100;;;
13;25;Classified;45;1:13:34.575;+19.153;+7.901;9;1:01.217;123.1;DS TECHEETAH;;1;;DS E-TENSE FE19;MICHELIN;;;;;;;2018020118;;;;Jean-Eric;VERGNE;;FRA;FRA;JEV;1086;;1990042500;;;
14;27;Classified;45;1:13:35.893;+20.471;+1.318;10;1:01.233;123.1;BMW i ANDRETTI MOTORSPORT;;2;;BMW iFE.18;MICHELIN;;;;;;;2018020128;;;;Alexander;SIMS;;GBR;GBR;SIM;;;1989062202;;;
15;8;Classified;45;1:13:36.293;+20.871;+0.400;9;1:01.514;122.5;NIO Formula E Team;;4;;NIO Sport 004;MICHELIN;;;;;;;2017908102;;;;Tom;DILLMANN;;FRA;FRA;DIL;8009;;1989040601;;;
16;17;Classified;45;1:13:38.694;+23.272;+2.401;36;1:01.599;122.3;HWA RACELAB;;4;;Venturi VFE05;MICHELIN;;;;;;;2018020105;;;;Gary;PAFFETT;;GBR;GBR;PAF;;;1981032400;;;
17;7;Classified;45;1:13:56.964;+41.542;+18.270;33;1:01.398;122.7;GEOX DRAGON;;3;;Penske EV-3;MICHELIN;;;;;;;2011110301;;;;José Maria;LOPEZ;;ARG;ARG;LOP;8004;;1983042600;;;
18;5;Classified;45;1:13:58.847;+43.425;+1.883;10;1:01.154;123.2;HWA RACELAB;;4;;Venturi VFE05;MICHELIN;;;;;;;2018020105;;;;Stoffel;VANDOORNE;;BEL;BEL;VAN;;;1992032600;;;
19;6;Classified;45;1:15:11.582;+1:56.160;+1:12.735;9;1:01.518;122.5;GEOX DRAGON;;4;;Penske EV-3;MICHELIN;;;;;;;2011110301;;;;Felipe;NASR;;BRA;BRA;NAS;;;1990015475;;;
20;22;Classified;44;1:12:09.310;1 Lap;1 Lap;10;1:01.206;123.1;Nissan e.dams;;3;;Nissan IM01;MICHELIN;;;;;;;2018020109;;;;Oliver;ROWLAND;;GBR;GBR;ROW;;;1992081000;;;
21;23;Classified;44;1:12:09.731;1 Lap;+0.421;12;1:01.557;122.4;Nissan e.dams;;3;;Nissan IM01;MICHELIN;;;;;;;2018020109;;;;Sébastien;BUEMI;;CHE;CHE;BUE;1090;;1988103100;;;
;3;Not classified;2;2:14.170;;;2;1:02.932;119.7;Panasonic Jaguar Racing;;4;;Jaguar I-Type III;MICHELIN;;;;;;;2016020101;;;;Nelson;PIQUET;;BRA;BRA;PIQ;9069;;1985072500;;;
