,Unnamed: 0,NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,KPH,ELAPSED,HOUR,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,AIR_TEMP,TRACK_TEMP,WIND_SPEED,WIND_DIRECTION
10,0,19,1,3:29.096,0,32.0,3:29.096,2020-11-10 11:51:29.096,Felix Rosenqvist,0:02:17.500,,3,Mahindra Racing,,24.1667,32.7778,2.12187,126.0
11,1,19,2,1:04.718,2,103.5,4:33.814,2020-11-10 11:52:33.814,Felix Rosenqvist,,,3,Mahindra Racing,,,,,
12,2,2,1,9:51.928,0,11.3,9:51.928,2020-11-10 11:57:51.928,Sam Bird,0:08:35.416,,2,DS Virgin Racing,,24.1111,32.7778,2.12187,123.0
13,3,2,2,1:03.595,2,105.3,10:55.523,2020-11-10 11:58:55.523,Sam Bird,,,2,DS Virgin Racing,,24.1111,32.777800000000006,3.485925714285714,130.14285714285714
14,4,23,1,7:49.127,0,14.3,7:49.127,2020-11-10 11:55:49.127,Nick Heidfeld,0:05:28.294,,3,Mahindra Racing,,24.1667,32.7778,0.0,114.0
15,5,23,2,1:03.597,2,105.3,8:52.724,2020-11-10 11:56:52.724,Nick Heidfeld,,,3,Mahindra Racing,,24.120366666666666,32.777800000000006,1.7682233333333333,78.16666666666667
16,6,25,1,5:40.316,0,19.7,5:40.316,2020-11-10 11:53:40.316,Jean-Eric Vergne,0:03:21.436,,3,TECHEETAH,,24.1667,32.7778,2.12187,126.0
17,7,25,2,1:03.568,3,105.3,6:43.884,2020-11-10 11:54:43.884,Jean-Eric Vergne,,,3,TECHEETAH,,24.180575,32.777800000000006,2.91756875,116.5
18,8,66,1,1:32.484,0,72.4,1:32.484,2020-11-10 11:49:32.484,Daniel Abt,0:00:11.159,,4,Audi Sport ABT Schaeffler,,24.1667,32.7778,1.06093,114.0
19,9,66,2,1:03.724,2,105.1,2:36.208,2020-11-10 11:50:36.208,Daniel Abt,,,4,Audi Sport ABT Schaeffler,,,,,
20,10,19,1,3:19.330,0,33.6,3:19.330,2020-11-10 11:48:19.330,Felix Rosenqvist,0:02:06.895,,2,Mahindra Racing,,23.2778,31.1111,2.12187,10.0
21,11,19,2,1:02.836,3,106.6,4:22.166,2020-11-10 11:49:22.166,Felix Rosenqvist,,,2,Mahindra Racing,,,,,
22,12,2,1,1:22.648,0,81.0,1:22.648,2020-11-10 11:46:22.648,Sam Bird,0:00:06.219,,4,DS Virgin Racing,,23.2778,31.1111,1.06093,31.0
23,13,2,2,1:03.109,2,106.1,2:25.757,2020-11-10 11:47:25.757,Sam Bird,,,4,DS Virgin Racing,,,,,
24,14,20,1,9:58.048,0,11.2,9:58.048,2020-11-10 11:54:58.048,Mitch Evans,0:07:13.652,,2,Panasonic Jaguar Racing,,23.4444,31.6667,3.1828,27.0
25,15,20,2,1:02.890,2,106.5,11:00.938,2020-11-10 11:56:00.938,Mitch Evans,,,2,Panasonic Jaguar Racing,,23.4444,31.666699999999995,1.9703057142857137,65.42857142857143
26,16,4,1,5:23.692,0,20.7,5:23.692,2020-11-10 11:50:23.692,Edoardo Mortara,0:03:14.321,,3,Venturi Formula E Team,,23.2778,31.1111,2.12187,10.0
27,17,4,2,1:03.108,2,106.1,6:26.800,2020-11-10 11:51:26.800,Edoardo Mortara,,,3,Venturi Formula E Team,,23.2778,31.1111,2.8796771428571435,116.71428571428572
28,18,66,1,7:37.338,0,14.6,7:37.338,2020-11-10 11:52:37.338,Daniel Abt,0:06:13.596,,4,Audi Sport ABT Schaeffler,,23.2778,31.6667,2.12187,28.0
29,19,66,2,1:03.715,2,105.1,8:41.053,2020-11-10 11:53:41.053,Daniel Abt,,,4,Audi Sport ABT Schaeffler,,23.309514285714286,31.666699999999995,2.273428571428572,32.285714285714285
30,0,1,1,9:37.404,0,18.5,9:37.404,2020-11-10 13:04:37.404,Lucas DI GRASSI,0:08:08.322,,1,Audi Sport ABT Schaeffler,,11.7778,15.5556,1.06093,333.0
31,1,1,2,1:21.444,2,131.3,10:58.848,2020-11-10 13:05:58.848,Lucas DI GRASSI,,,1,Audi Sport ABT Schaeffler,,,,,
32,2,1,3,3:30.025,0,50.9,14:28.873,2020-11-10 13:09:28.873,Lucas DI GRASSI,,,1,Audi Sport ABT Schaeffler,,11.7639,15.5556,1.5913999999999997,303.5
33,3,19,1,12:09.175,0,14.7,12:09.175,2020-11-10 13:07:09.175,Felix ROSENQVIST,0:10:44.022,,3,Mahindra Racing,,11.7778,15.5556,1.06093,333.0
34,4,19,2,1:21.196,2,131.7,13:30.371,2020-11-10 13:08:30.371,Felix ROSENQVIST,,,3,Mahindra Racing,,11.7778,15.5556,2.121865,294.5
35,5,2,1,1:32.782,0,115.3,1:32.782,2020-11-10 12:56:32.782,Sam BIRD,0:00:03.758,,3,DS Virgin Racing,,11.8889,15.5556,2.12187,342.0
36,6,2,2,1:20.615,2,132.7,2:53.397,2020-11-10 12:57:53.397,Sam BIRD,,,3,DS Virgin Racing,,,,,
37,7,2,3,3:30.782,0,50.7,6:24.179,2020-11-10 13:01:24.179,Sam BIRD,,,3,DS Virgin Racing,,,,,
38,8,6,1,6:52.126,0,26.0,6:52.126,2020-11-10 13:01:52.126,José Maria LOPEZ,0:05:18.501,,1,DRAGON,,11.8333,15.5556,1.06093,317.0
39,9,6,2,1:21.369,2,131.4,8:13.495,2020-11-10 13:03:13.495,José Maria LOPEZ,,,1,DRAGON,,,,,
40,10,6,3,3:20.394,0,53.4,11:33.889,2020-11-10 13:06:33.889,José Maria LOPEZ,,,1,DRAGON,,,,,
41,11,9,1,4:11.147,0,42.6,4:11.147,2020-11-10 12:59:11.147,Sébastien BUEMI,0:02:40.777,,2,Renault e.dams,,11.8333,15.5556,2.12187,290.0
42,12,9,2,1:20.355,3,133.1,5:31.502,2020-11-10 13:00:31.502,Sébastien BUEMI,,,2,Renault e.dams,,,,,
43,13,9,3,3:17.617,0,54.1,8:49.119,2020-11-10 13:03:49.119,Sébastien BUEMI,,,2,Renault e.dams,,,,,
44,0,16,1,3:09.035,0,39.9,3:09.035,2020-11-10 12:48:09.035,Oliver TURVEY,0:02:01.698,,3,NIO Formula E Team,,24.0556,36.6667,4.24374,74.0
45,1,16,2,1:02.172,2,121.2,4:11.207,2020-11-10 12:49:11.207,Oliver TURVEY,,,3,NIO Formula E Team,,,,,
46,2,16,3,1:11.971,0,104.7,5:23.178,2020-11-10 12:50:23.178,Oliver TURVEY,,,3,NIO Formula E Team,,24.08335,36.6667,4.774205,80.5
47,3,19,1,6:55.451,0,18.1,6:55.451,2020-11-10 12:51:55.451,Felix ROSENQVIST,0:05:48.919,,2,Mahindra Racing,,24.0556,36.6667,2.12187,84.0
48,4,19,2,1:01.645,3,122.2,7:57.096,2020-11-10 12:52:57.096,Felix ROSENQVIST,,,2,Mahindra Racing,,24.0278,36.6667,2.12187,74.5
49,5,19,3,1:31.822,0,82.1,9:28.918,2020-11-10 12:54:28.918,Felix ROSENQVIST,,,2,Mahindra Racing,,23.981466666666666,36.6667,1.7682233333333333,115.0
50,6,28,1,5:03.613,0,24.8,5:03.613,2020-11-10 12:50:03.613,Antonio Felix DA COSTA,0:03:55.222,,3,Andretti Formula E,,24.1111,36.6667,5.30467,87.0
51,7,28,2,1:01.852,2,121.8,6:05.465,2020-11-10 12:51:05.465,Antonio Felix DA COSTA,,,3,Andretti Formula E,,24.08335,36.6667,4.774205,80.5
52,8,28,3,1:16.134,0,99.0,7:21.599,2020-11-10 12:52:21.599,Antonio Felix DA COSTA,,,3,Andretti Formula E,,24.037066666666664,36.6667,2.82916,74.33333333333333
53,9,36,1,1:15.555,0,99.7,1:15.555,2020-11-10 12:46:15.555,Alex LYNN,0:00:02.793,,3,DS Virgin Racing,,24.0556,36.6667,2.12187,84.0
54,10,36,2,1:02.014,2,121.5,2:17.569,2020-11-10 12:47:17.569,Alex LYNN,,,3,DS Virgin Racing,,,,,
55,11,36,3,1:11.467,0,105.4,3:29.036,2020-11-10 12:48:29.036,Alex LYNN,,,3,DS Virgin Racing,,,,,
56,12,9,1,8:55.102,0,14.1,8:55.102,2020-11-10 12:53:55.102,Sébastien BUEMI,0:07:44.520,,2,Renault e.dams,,24.0,36.6667,1.06093,30.0
57,13,9,2,1:02.510,2,120.5,9:57.612,2020-11-10 12:54:57.612,Sébastien BUEMI,,,2,Renault e.dams,,23.9722,36.6667,1.5914,140.0
58,0,20,1,9:44.408,0,20.6,9:44.408,2020-11-10 12:24:44.408,Mitch EVANS,0:07:53.278,,2,Panasonic Jaguar Racing,,30.0,42.2222,6.3656,232.0
59,1,20,2,1:14.465,2,114.7,10:58.873,2020-11-10 12:25:58.873,Mitch EVANS,,,2,Panasonic Jaguar Racing,,,,,
60,2,66,1,12:20.669,0,16.3,12:20.669,2020-11-10 12:27:20.669,Daniel ABT,0:10:38.673,,2,Audi Sport ABT Schaeffler,,30.0,42.2222,6.3656,232.0
61,3,66,2,1:16.579,2,111.6,13:37.248,2020-11-10 12:28:37.248,Daniel ABT,,,2,Audi Sport ABT Schaeffler,,29.9722,42.2222,7.4265349999999986,239.0
62,4,7,1,6:54.271,0,29.1,6:54.271,2020-11-10 12:21:54.271,Jérôme D'AMBROSIO,0:05:16.382,,3,DRAGON,,29.9444,42.2222,3.1828,251.0
63,5,7,2,1:15.391,2,113.3,8:09.662,2020-11-10 12:23:09.662,Jérôme D'AMBROSIO,,,3,DRAGON,,,,,
64,6,8,1,1:45.150,0,114.7,1:45.150,2020-11-10 12:16:45.150,Nicolas PROST,,,4,Renault e.dams,,29.8889,42.2222,4.24374,229.0
65,7,8,2,1:14.921,2,114.0,3:00.071,2020-11-10 12:18:00.071,Nicolas PROST,,,4,Renault e.dams,,,,,
66,8,9,1,4:19.318,0,46.5,4:19.318,2020-11-10 12:19:19.318,Sébastien BUEMI,0:01:07.685,,1,Renault e.dams,,29.8889,42.2222,6.3656,235.0
67,9,9,2,1:13.911,3,115.6,5:33.229,2020-11-10 12:20:33.229,Sébastien BUEMI,,,1,Renault e.dams,,,,,
68,10,1,1,11:28.279,0,7.3,11:28.279,2020-11-10 11:56:28.279,Lucas DI GRASSI,0:10:00.276,,2,Audi Sport ABT Schaeffler,,22.5,23.3333,3.1828,234.0
69,11,18,1,6:29.100,0,12.9,6:29.100,2020-11-10 11:51:29.100,André LOTTERER,0:05:03.656,,4,TECHEETAH,,22.6111,23.3333,5.30467,228.0
70,12,18,2,1:18.013,2,109.5,7:47.113,2020-11-10 11:52:47.113,André LOTTERER,,,4,TECHEETAH,,22.58335,23.3333,4.774205,231.0
71,13,25,1,1:30.971,0,55.2,1:30.971,2020-11-10 11:46:30.971,Jean-Eric VERGNE,0:00:02.026,,2,TECHEETAH,,22.5,23.3333,3.1828,234.0
72,14,25,2,1:18.031,2,109.5,2:49.002,2020-11-10 11:47:49.002,Jean-Eric VERGNE,,,2,TECHEETAH,,,,,
73,15,66,1,4:04.817,0,20.5,4:04.817,2020-11-10 11:49:04.817,Daniel ABT,0:02:31.874,,2,Audi Sport ABT Schaeffler,,22.5556,23.3333,4.24374,238.0
74,16,66,2,1:18.145,2,109.3,5:22.962,2020-11-10 11:50:22.962,Daniel ABT,,,2,Audi Sport ABT Schaeffler,,,,,
75,17,9,1,8:59.434,0,9.3,8:59.434,2020-11-10 11:53:59.434,Sébastien BUEMI,0:07:27.580,,2,Renault e.dams,,22.5556,23.3333,4.24374,238.0
76,18,9,2,1:17.973,3,109.6,10:17.407,2020-11-10 11:55:17.407,Sébastien BUEMI,,,2,Renault e.dams,,22.5278,23.3333,3.182805,242.5
77,0,18,1,1:14.428,0,74.5,1:14.428,2020-11-10 12:46:14.428,André LOTTERER,0:00:01.600,,2,TECHEETAH,,15.2778,22.2222,2.12187,240.0
78,1,18,2,1:01.487,2,112.4,2:15.915,2020-11-10 12:47:15.915,André LOTTERER,,,2,TECHEETAH,,,,,
79,2,2,1,3:15.614,0,28.3,3:15.614,2020-11-10 12:48:15.614,Sam BIRD,0:01:59.557,,1,DS Virgin Racing,,15.2778,22.2222,3.1828,178.0
80,3,2,2,1:01.421,2,112.5,4:17.035,2020-11-10 12:49:17.035,Sam BIRD,,,1,DS Virgin Racing,,15.2778,22.2222,3.5364466666666665,211.0
81,4,25,1,9:34.440,0,9.7,9:34.440,2020-11-10 12:54:34.440,Jean-Eric VERGNE,0:08:17.588,,1,TECHEETAH,,15.1667,22.2222,4.24374,190.0
82,5,25,2,1:01.144,3,113.0,10:35.584,2020-11-10 12:55:35.584,Jean-Eric VERGNE,,,1,TECHEETAH,,15.1389,22.2222,4.24374,150.5
83,6,28,1,7:21.853,0,12.5,7:21.853,2020-11-10 12:52:21.853,Antonio Felix DA COSTA,0:06:08.360,,3,Andretti Formula E,,15.1667,22.2222,5.30467,204.0
84,7,28,2,1:02.805,2,110.1,8:24.658,2020-11-10 12:53:24.658,Antonio Felix DA COSTA,,,3,Andretti Formula E,,15.1667,22.2222,5.30467,204.0
85,8,5,1,5:17.304,0,17.5,5:17.304,2020-11-10 12:50:17.304,Maro ENGEL,0:04:04.840,,4,Venturi Formula E Team,,15.2222,22.2222,1.06093,248.0
86,9,5,2,1:01.541,2,112.3,6:18.845,2020-11-10 12:51:18.845,Maro ENGEL,,,4,Venturi Formula E Team,,15.2222,22.2222,1.06093,248.0
