,LAP_TIME,TRACK_TEMP,AIR_TEMP,WIND_SPEED,WIND_DIRECTION
104,67.291,21.6667,26.3889,4.828033333333334,31.66666666666667
105,62.765,21.6667,26.3889,5.6327050000000005,100.0
106,67.61,21.6667,27.7222,8.04672,61.0
107,63.366,21.6667,27.7222,8.04672,61.0
108,77.464,21.6667,27.7222,8.04672,61.0
109,63.589,21.6667,27.4444,8.04672,134.0
110,77.3,21.6667,27.481466666666666,7.510273333333334,109.0
111,69.512,21.6667,26.3889,4.828035,28.0
112,62.712,21.6667,26.3889,5.6327050000000005,100.0
113,69.208,21.1111,26.3889,8.04672,65.0
114,63.402,21.1111,26.3889,8.04672,169.0
115,63.091,28.888900000000003,26.507942857142854,4.546862857142857,284.57142857142856
116,63.83,28.888900000000003,26.52382857142857,5.15311,279.2857142857143
117,64.585,28.888900000000003,26.5,4.597383333333334,289.0
118,63.521,28.888900000000003,26.5139,4.9068225000000005,285.25
119,64.936,28.888900000000003,26.515885714285712,5.001548571428573,284.57142857142856
120,63.637,29.4444,26.9444,3.9406142857142856,279.2857142857143
121,71.268,29.4444,26.938233333333336,3.4185655555555554,258.0
122,63.193,29.4444,26.93647142857143,3.182802857142857,265.42857142857144
123,67.014,29.4444,26.9444,4.24374,298.0
124,62.881,29.4444,26.9444,3.485925714285714,263.85714285714283
125,63.433,29.4444,26.9444,3.7132699999999996,270.25
126,64.3,29.4444,27.1111,2.728117142857143,287.42857142857144
127,62.888,29.4444,27.1111,2.7849525,289.75
128,63.48,30.317485714285716,27.190485714285714,2.12187,286.57142857142856
129,63.795,30.2778,27.1852,2.12187,286.3333333333333
130,62.246,26.666699999999995,23.1111,3.1828,287.0
131,62.82,26.666699999999995,23.1111,3.1828,287.0
132,63.184,26.666699999999995,23.1111,3.1828,287.0
133,63.547,26.666699999999995,23.1111,3.1828,287.0
134,63.038,26.6667,23.1111,3.1828,287.0
135,62.164,26.666699999999995,23.833300000000005,3.1828,290.0
136,62.688,26.666699999999995,23.833300000000005,3.1828,290.0
137,62.9,26.666699999999995,23.833300000000005,3.1828,290.0
138,62.583,26.666699999999995,23.833300000000005,3.1828,290.0
139,62.72,26.666699999999995,24.0,2.12187,296.0
140,62.868,26.666699999999995,24.0,2.12187,296.0
141,62.204,26.666699999999995,24.0,2.12187,296.0
142,62.853,26.666699999999995,24.0,2.12187,296.0
143,62.08,26.666699999999995,24.0,2.12187,296.0
144,62.372,26.666699999999995,24.2778,1.6671814285714284,286.85714285714283
145,65.219,22.2222,15.0556,4.82803,181.0
146,62.84,22.2222,15.0556,4.82803,181.0
147,62.617,22.2222,15.0556,4.82803,181.0
148,63.573,22.2222,15.0556,4.82803,181.0
149,63.071,22.2222,15.0556,4.82803,181.0
150,62.171,22.2222,15.0556,4.82803,181.0
151,62.687,23.8889,15.0,3.21869,127.0
152,62.81,23.8889,15.0,3.21869,127.0
153,62.459,23.8889,15.0,3.21869,127.0
154,62.808,23.8889,15.0,3.21869,127.0
155,62.746,23.8889,15.0,3.21869,127.0
156,62.274,24.4444,15.1667,12.8748,62.0
157,67.29,24.4444,15.1667,12.8748,62.0
158,62.597,24.4444,15.1667,13.67945,126.5
159,62.814,24.4444,15.1667,12.8748,62.0
160,62.384,24.4444,15.1667,12.8748,62.0
161,62.611,25.5556,14.7778,6.43738,224.0
162,68.395,50.5556,,5.6327050000000005,302.0
163,69.724,49.7222,,4.02336,246.0
164,68.65,48.8889,,6.437375,93.0
165,68.313,48.05555,,3.218685,218.0
166,68.688,53.8889,,5.6327050000000005,223.5
167,69.103,53.8889,,3.218685,173.5
168,68.45400000000001,53.8889,,4.82803,269.5
169,68.306,53.6111,,2.414015,213.0
170,78.642,22.2222,,6.43738,115.0
171,74.795,22.2222,,6.43738,115.0
172,63.072,22.2222,,5.6327050000000005,234.0
173,75.545,22.2222,,10.1925,241.33333333333331
174,63.045,22.2222,,6.43738,115.0
175,74.738,22.2222,,5.900930000000001,194.33333333333331
176,62.711,22.2222,,12.07006,227.5
177,77.58,22.2222,,8.046706666666667,162.66666666666666
178,62.867,22.2222,,4.02336,135.0
179,63.173,26.666699999999995,,1.06093,206.0
180,62.325,27.2222,,6.43738,228.0
181,73.771,27.7778,,6.43738,224.0
182,62.319,27.2222,,4.828035,222.0
